OrderID,Date,Product,Category,Region,Quantity,Price,Sales,Discount,Profit,NetSales,ProfitMarginPct,Month,MonthName
ORD1488,2024-10-16,Desk Lamp,Furniture,West,1,1026.15,1026.15,0.0,205.23,1026.15,20.0,10,October
ORD1489,2024-06-28,Pen Set,Stationery,North,1,335.19,335.19,0.0,117.32,335.19,35.0,6,June
ORD1490,2024-08-10,Keyboard,Electronics,West,1,816.91,816.91,0.0,163.38,816.91,20.0,8,August
ORD1491,2024-09-06,Pen Set,Stationery,Central,3,50.0,150.0,0.0,52.5,150.0,35.0,9,September
ORD1492,2024-05-26,Backpack,Accessories,North,1,211.63,211.63,0.0,74.07,211.63,35.0,5,May
ORD1493,2024-04-05,Stapler,Stationery,South,1,86.08,86.08,0.0,30.13,86.08,35.0,4,April
ORD1494,2024-09-13,Paper Ream,Stationery,Central,1,146.7,146.7,0.0,51.34,146.7,35.0,9,September
ORD1495,2024-11-20,Desk Lamp,Furniture,North,2,1012.67,2025.34,0.05,384.81,1924.07,20.0,11,November
ORD1496,2024-01-04,Office Chair,Furniture,North,1,680.19,680.19,0.05,129.24,646.18,20.0,1,January
ORD1497,2024-01-16,Coffee Maker,Appliances,West,1,836.22,836.22,0.15,142.16,710.79,20.0,1,January
ORD1498,2024-10-06,Water Bottle,Accessories,Central,1,137.98,137.98,0.0,48.29,137.98,35.0,10,October
ORD1499,2024-12-01,Paper Ream,Stationery,Central,1,125.56,125.56,0.1,39.55,113.0,35.0,12,December
